"stock_id","type","biomass_limit","ramped_shape","env_linked","p_star","abc_buffer","acl_buffer","act_buffer","n"
"PFMC-Pacific Coast Groundfish FMP-WA-Cabezon-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Kelp Greenling-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Cowcod-Threshold F","Threshold F",1,"linear",0,0.4,0.267,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 3427-Cowcod-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Longspine Thornyhead-Threshold F","Threshold F",1,"linear",0,0.4,0.346,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 3427-Longspine Thornyhead-Threshold F","Threshold F",1,"linear",0,0.4,0.346,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-42 - 4010-Blue-Threshold F","Threshold F",1,"linear",0,0.45,0.159,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Brown-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 4616-China-Threshold F","Threshold F",1,"linear",0,0.45,0.174,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-China-Threshold F","Threshold F",1,"linear",0,0.45,0.174,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Copper-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-OR-Copper-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-42 - 4010-Copper-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-OR-Quillback-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Black and Yellow-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Blue-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Calico-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Gopher-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Grass-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Kelp-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Olive-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Quillback-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Treefish-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 3427-Blue-Threshold F","Threshold F",1,"linear",0,0.45,0.159,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Brown-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-China-Threshold F","Threshold F",1,"linear",0,0.45,0.174,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 3427-Copper-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Copper-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Gopher-Threshold F","Threshold F",1,"linear",0,0.45,0.143,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Blue-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Calico-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Grass-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Kelp-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Olive-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Treefish-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CA-Kelp Greenling-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Leopard Shark-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Rex Sole-Threshold F","Threshold F",1,"linear",0,0.4,0.346,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Butter Sole-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Curlfin Sole-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Flathead Sole-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Pacific Sanddab-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Rock Sole-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Sand Sole-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 36-Sablefish-Threshold F","Threshold F",1,"linear",0,0.35,0.187,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 36-Sablefish-Threshold F","Threshold F",1,"linear",0,0.35,0.187,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Chilipepper-Threshold F","Threshold F",1,"linear",0,0.45,0.091,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-42 - 4010-Vermilion-Threshold F","Threshold F",1,"linear",0,0.45,0.065,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-OR-Vermilion-Threshold F","Threshold F",1,"linear",0,0.45,0.065,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-42 - 4010-Greenspotted-Threshold F","Threshold F",1,"linear",0,0.45,0.205,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-42 - 4010-Squarespot-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Vermilion-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Bocaccio-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Bronzespotted-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Chameleon-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Cowcod-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Flag-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Freckled-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Greenblotched-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA - OR-Greenspotted-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Greenstriped-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Halfbanded-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Harlequin-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Honeycomb-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Mexican-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Pink-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Pinkrose-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Puget Sound-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Pygmy-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Redstripe-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Rosethorn-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Rosy-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Silvergray-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Speckled-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Starry-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Stripetail-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Swordspine-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Tiger-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 3427-Vermilion-Threshold F","Threshold F",1,"linear",0,0.45,0.065,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-4010 - 3427-Greenspotted-Threshold F","Threshold F",1,"linear",0,0.45,0.205,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Greenspotted-Threshold F","Threshold F",1,"linear",0,0.45,0.205,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Squarespot-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Vermilion-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Bronzespotted-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Chameleon-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Flag-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Freckled-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Greenblotched-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Greenstriped-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Halfbanded-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Harlequin-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Honeycomb-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Mexican-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Pink-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Pinkrose-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Pygmy-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Redstripe-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Rosethorn-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Rosy-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Silvergray-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Speckled-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Starry-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Stripetail-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Swordspine-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Tiger-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Yellowtail Rockfish-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 3427-Shortspine Thornyhead-Threshold F","Threshold F",1,"linear",0,0.4,0.346,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 3427-Shortspine Thornyhead-Threshold F","Threshold F",1,"linear",0,0.4,0.346,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Aurora-Threshold F","Threshold F",1,"linear",0,0.45,0.1,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Splitnose-Threshold F","Threshold F",1,"linear",0,0.45,0.117,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Rougheye/Blackspotted-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Sharpchin-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Bank-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Blackgill Rockfish-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Redbanded-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Shortraker-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Yellowmouth-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Aurora-Threshold F","Threshold F",1,"linear",0,0.45,0.1,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Blackgill Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.159,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Rougheye/Blackspotted-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Sharpchin-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Bank-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Pacific Ocean Perch-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Redbanded-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Shortraker-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Yellowmouth-Catch-based","Catch-based",0,NA,0,0.45,0.222,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Yelloweye Rockfish-Threshold F","Threshold F",1,"linear",0,0.4,0.16,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-WA-Black Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.091,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CA-Black Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.091,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Bocaccio-Threshold F","Threshold F",1,"linear",0,0.45,0.083,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Canary Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.091,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Chilipepper-Threshold F","Threshold F",1,"linear",0,0.45,0.091,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Darkblotched Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.083,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Dover Sole-Threshold F","Threshold F",1,"linear",0,0.45,0.065,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Petrale Sole-Threshold F","Threshold F",1,"linear",0,0.45,0.074,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Splitnose-Threshold F","Threshold F",1,"linear",0,0.45,0.117,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Widow Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.074,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Yellowtail Rockfish-Threshold F","Threshold F",1,"linear",0,0.45,0.083,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CA-Quillback-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Arrowtooth Flounder-Threshold F","Threshold F",1,"linear",0,0.4,0.294,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Big Skate-Threshold F","Threshold F",1,"linear",0,0.45,0.143,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-English Sole-Threshold F","Threshold F",1,"linear",0,0.45,0.19,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Lingcod-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-S of 4010-Lingcod-Threshold F","Threshold F",1,"linear",0,0.45,0.126,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Longnose Skate-Threshold F","Threshold F",1,"linear",0,0.45,0.143,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-N of 4010-Pacific Ocean Perch-Threshold F","Threshold F",1,"linear",0,0.45,0.159,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Spiny Dogfish-Threshold F","Threshold F",1,"linear",0,0.4,0.238,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Pacific Cod-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Starry Flounder-Catch-based","Catch-based",0,NA,0,0.4,0.398,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-California Scorpionfish-Unknown","Unknown",NA,NA,0,0.45,0.096,NA,NA,1
"PFMC-Pacific Coast Groundfish FMP-CW-Pacific Whiting-Threshold F","Threshold F",1,"linear",0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - California Central Valley: Sacramento River Fall-Threshold F","Threshold F",0,"linear",0,NA,0.1,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - California Central Valley: Sacramento River Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - California Central Valley: Sacramento River Winter-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Lower River Hatchery Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Lower River Hatchery Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: North Lewis River Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Snake River Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Snake River Spring/Summer-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Upper River Bright Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Upper River Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Upper River Summer-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Columbia River Basin: Upper Willamette Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Northern California Coast: California Coastal-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Northern California Coast: Klamath River Fall-Constant F","Constant F",0,NA,0,NA,0.05,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Northern California Coast: Klamath River Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Oregon Coast: Central and Northern Oregon-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Oregon Coast: Southern Oregon-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Cedar River Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Green River Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Nisqually River Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Nooksack Spring Early-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Puyallup Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Skagit Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Skagit Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Snohomish Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: Stillaguamish Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Puget Sound: White River Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Grays Harbor Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Grays Harbor Spring-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Hoh Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Hoh Spring/Summer-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Hoko Summer/Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Queets Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Queets Spring/Summer-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Quillayute Fall-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Quillayute Spring/Summer-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Quinault Fall Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Chinook salmon - Washington Coast: Willapa Bay Fall Natural-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Central California Coast-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
"PFMC-Salmon FMP-Coho salmon - Oregon Production Index Area: Lower Columbia Natural-Constant F","Constant F",0,NA,0,NA,NA,NA,NA,1
