council_short,FMP_FEP,stock,common_name,sci_name,hcr_type,biomass_limit,p_star,abc_buffer,acl_buffer,act_buffer
NPFMC,GOA groundfish FMP,Thornyhead rockfish,Thornyhead rockfish,NA,Constant F,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Atka mackerel,Atka mackerel,NA,Catch-based,0,NA,0.24,0,0.57
NPFMC,GOA groundfish FMP,Deepwater flatfish,Greenland turbot,NA,Catch-based,0,NA,0.15,0,0
NPFMC,GOA groundfish FMP,Deepwater flatfish,Kamchatka flounder,NA,Catch-based,0,NA,0.15,0,0
NPFMC,GOA groundfish FMP,Deepwater flatfish,deepsea sole,NA,Catch-based,0,NA,0.15,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,quillback rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,copper rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,rosethorn rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,China rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,canary rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Demersal shelf rockfish,tiger rockfish,NA,Catch-based,0,NA,0.23,0,0
NPFMC,GOA groundfish FMP,Octopus,Octopus,NA,Catch-based,0,NA,NA,0,NA
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,canary rockfish,S. pinniger,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,China rockfish,S. nebulosus,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,copper rockfish,S. caurinus,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,quillback rockfish,S. maliger,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,rosethorn rockfish,S. helvomaculatus,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,tiger rockfish,S. nigrocinctus,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,yelloweye rockfish,S. ruberrimus,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,shortbelly rockfish,S. jordani,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,aurora rockfish,S. aurora,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Other rockfish-demersal sub-group,northern rockfish,S. polyspinis,Catch-based,0,NA,0.25,0,0.59
NPFMC,GOA groundfish FMP,Sharks,pacific sleeper shark,NA,Catch-based,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Sharks,salmon shark,NA,Catch-based,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Sharks,other/unidentifed sharks,NA,Catch-based,0,NA,0.25,0,0
NPFMC,GOA groundfish FMP,Deepwater flatfish,Dover sole,NA,Threshold F,1,NA,0.15,0,0
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Alaska plaice,Alaska plaice,NA,Threshold F,1,NA,0.16,0,0
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Aleutian Islands Pacific cod,Aleutian Islands Pacific cod,NA,Constant F,0,NA,0.25,0,0.33
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Aleutian Islands pollock,Aleutian Islands pollock,NA,Threshold F,1,NA,0.17,0,0.66
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Arrowtooth flounder,Arrowtooth flounder,NA,Threshold F,1,NA,0.15,0,0.86
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Atka mackerel,Atka mackerel,NA,Threshold F,1,NA,0.14,0,0.14
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Bogoslof Island Pollock,Bogoslof Island Pollock,NA,Constant F,0,NA,0.25,0,0.99
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Eastern Bering Sea Pacific Cod,Eastern Bering Sea Pacific Cod,NA,Threshold F,1,NA,0.16,0,0.09
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Eastern Bering Sea pollock,Eastern Bering Sea pollock,NA,Threshold F,1,NA,0.37,0,0.3
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Flathead sole,Flathead sole,NA,Threshold F,1,NA,0.18,0,0.71
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Greenland Turbot,Greenland Turbot,NA,Threshold F,1,NA,0.15,0,0.45
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Kamchatka flounder,Kamchatka flounder,NA,Threshold F,1,NA,0.15,0,0.3
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Northern Rock sole,Northern Rock sole,NA,Threshold F,1,NA,0.03,0,0.71
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Northern rockfish,Northern rockfish,NA,Threshold F,1,NA,0.18,0,0.38
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Octopus,Octopus,NA,Catch-based,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Arctic flounder,Liopsetta glacialis,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,butter sole,Isopsetta isolepis,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,curlfin sole,Pleuronectes decurrens,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,deepsea sole,Embassichths bathybius,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Dover sole,Microstomus pacificus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,English sole,Parophrys vetulus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,longhead dab,Limanda proboscidea,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Pacific sanddab,Citharichthys sordidus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,petrale sole,Eopsetta jordani,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,rex sole,Glyptocephalus zachirus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,roughscale sole,Clidodoerma asperrimum,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,sand sole,Psettichthys melanostictus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,slender sole,Lyopsetta exilis,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,starry flounder,Platichthys stellatus,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other flatfish,Sakhalin sole,Limanda sakhalinensis,Constant F,0,NA,0.25,0,NA
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Other rockfish,Other rockfish,"24 species, including unidentified",Constant F,0,NA,0.25,0,0.2
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Pacific ocean perch,Pacific ocean perch,NA,Threshold F,1,NA,0.16,0,0.12
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Rougheye & blackspotted rockfish,Rougheye rockfish,Sebastes aleutianus,Threshold F,1,NA,0.15,0,0.5
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Rougheye & blackspotted rockfish,blackspotted rockfish,Sebastes melanostictus,Threshold F,1,NA,0.15,0,0.5
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sablefish,Sablefish,NA,Threshold F,1,NA,0.63,0,0.17
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,spiny dogfish,NA,Constant F,0,NA,0.25,0,0.88
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,Pacific sleeper shark,NA,Constant F,0,NA,0.25,0,0.88
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,salmon shark,NA,Constant F,0,NA,0.25,0,0.88
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Sharks,other/unidentified sharks,NA,Constant F,0,NA,0.25,0,0.88
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Shortraker rockfish,Shortraker rockfish,NA,Constant F,0,NA,0.25,0,0.31
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Skates,Other skates,NA,Constant F,0,NA,0.25,0,0.61
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Skates,Alaska skate,NA,Threshold F,1,NA,0.14,0,0.61
NPFMC,Groundfish of the Bering Sea and Aleutian Islands FMP,Yellowfin sole,Yellowfin sole,NA,Threshold F,1,NA,0.08,0,0.41
PFMC,Pacific coastal pelagics FMP,Pacific sardine,Pacific sardine,Sardinops sagax caerulea,Threshold F,0,NA,0.12,0,NA
PFMC,Pacific coastal pelagics FMP,Pacific chub mackerel,Pacific chub mackerel,Scomber colias,Threshold F,1,NA,0.06,0,NA
PFMC,Pacific coastal pelagics FMP,Northern anchovy,Northern anchovy,Engraulis mordax,Catch-based,0,NA,0.75,0,NA
PFMC,Pacific coastal pelagics FMP,Market squid,Market squid,Doryteuthis opalescens,Exempt,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Jack mackerel,Jack mackerel,Trachurus symmetricus,Catch-based,0,NA,0.75,0,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,Euphausia pacifica,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,Thysanoessa spinifera,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,Nyctiphanes simplex,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,Nematocelis difficilis,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,T. gregaria,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. recurva,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. gibboides,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific coastal pelagics FMP,Krill,Krill,E. eximia,Catch prohibited,0,NA,NA,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Black Rockfish,Black Rockfish,NA,Threshold F,1,0.45,0.174,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Blue,Blue,NA,Threshold F,1,0.45,0.159,NA,NA
PFMC,Pacific Coast Groundfish FMP,3427 - 42-Cabezon,Cabezon,NA,Threshold F,1,0.45,0.074,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Cabezon,Cabezon,NA,Threshold F,1,0.45,0.074,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Cabezon,Cabezon,NA,Threshold F,1,0.45,0.074,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Kelp Greenling,Kelp Greenling,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Cabezon,Cabezon,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Kelp Greenling,Kelp Greenling,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Cowcod,Cowcod,NA,Threshold F,1,0.4,0.267,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Cowcod,Cowcod,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Longspine Thornyhead,Longspine Thornyhead,NA,Threshold F,1,0.4,0.346,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 3427-Longspine Thornyhead,Longspine Thornyhead,NA,Threshold F,1,0.4,0.346,NA,NA
PFMC,Pacific Coast Groundfish FMP,42 - 4010-Blue,Blue,NA,Threshold F,1,0.45,0.159,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Brown,Brown,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 4616-China,China,NA,Threshold F,1,0.45,0.174,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-China,China,NA,Threshold F,1,0.45,0.174,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Copper,Copper,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Copper,Copper,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,42 - 4010-Copper,Copper,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Quillback,Quillback,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Black and Yellow,Black and Yellow,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Blue,Blue,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Calico,Calico,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Gopher,Gopher,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Grass,Grass,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Kelp,Kelp,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Olive,Olive,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Quillback,Quillback,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Treefish,Treefish,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Blue,Blue,NA,Threshold F,1,0.45,0.159,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Brown,Brown,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-China,China,NA,Threshold F,1,0.45,0.174,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Copper,Copper,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Copper,Copper,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Gopher,Gopher,NA,Threshold F,1,0.45,0.143,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Blue,Blue,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Calico,Calico,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Grass,Grass,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Kelp,Kelp,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Olive,Olive,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Treefish,Treefish,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,CA-Kelp Greenling,Kelp Greenling,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Leopard Shark,Leopard Shark,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Rex Sole,Rex Sole,NA,Threshold F,1,0.4,0.346,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Butter Sole,Butter Sole,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Curlfin Sole,Curlfin Sole,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Flathead Sole,Flathead Sole,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Pacific Sanddab,Pacific Sanddab,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Rock Sole,Rock Sole,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,CW-Sand Sole,Sand Sole,NA,Catch-based,0,0.4,0.398,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 36-Sablefish,Sablefish,NA,Threshold F,1,0.35,0.187,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 36-Sablefish,Sablefish,NA,Threshold F,1,0.35,0.187,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Chilipepper,Chilipepper,NA,Threshold F,1,0.45,0.091,NA,NA
PFMC,Pacific Coast Groundfish FMP,42 - 4010-Vermilion,Vermilion,NA,Threshold F,1,0.45,0.065,NA,NA
PFMC,Pacific Coast Groundfish FMP,OR-Vermilion,Vermilion,NA,Threshold F,1,0.45,0.065,NA,NA
PFMC,Pacific Coast Groundfish FMP,42 - 4010-Greenspotted,Greenspotted,NA,Threshold F,1,0.45,0.205,NA,NA
PFMC,Pacific Coast Groundfish FMP,42 - 4010-Squarespot,Squarespot,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA-Vermilion,Vermilion,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Bocaccio,Bocaccio,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Bronzespotted,Bronzespotted,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Chameleon,Chameleon,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Cowcod,Cowcod,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Flag,Flag,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Freckled,Freckled,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Greenblotched,Greenblotched,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,WA - OR-Greenspotted,Greenspotted,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Greenstriped,Greenstriped,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Halfbanded,Halfbanded,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Harlequin,Harlequin,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Honeycomb,Honeycomb,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Mexican,Mexican,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Pink,Pink,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Pinkrose,Pinkrose,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Puget Sound,Puget Sound,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Pygmy,Pygmy,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Redstripe,Redstripe,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Rosethorn,Rosethorn,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Rosy,Rosy,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Silvergray,Silvergray,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Speckled,Speckled,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Starry,Starry,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Stripetail,Stripetail,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Swordspine,Swordspine,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Tiger,Tiger,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Vermilion,Vermilion,NA,Threshold F,1,0.45,0.065,NA,NA
PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Greenspotted,Greenspotted,NA,Threshold F,1,0.45,0.205,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Greenspotted,Greenspotted,NA,Threshold F,1,0.45,0.205,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Squarespot,Squarespot,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Vermilion,Vermilion,NA,Threshold F,1,0.45,0.126,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Bronzespotted,Bronzespotted,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Chameleon,Chameleon,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Flag,Flag,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Freckled,Freckled,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Greenblotched,Greenblotched,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Greenstriped,Greenstriped,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Halfbanded,Halfbanded,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Harlequin,Harlequin,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Honeycomb,Honeycomb,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Mexican,Mexican,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Pink,Pink,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Pinkrose,Pinkrose,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Pygmy,Pygmy,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Redstripe,Redstripe,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Rosethorn,Rosethorn,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Rosy,Rosy,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Silvergray,Silvergray,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Speckled,Speckled,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Starry,Starry,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Stripetail,Stripetail,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Swordspine,Swordspine,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Tiger,Tiger,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Yellowtail Rockfish,Yellowtail Rockfish,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 3427-Shortspine Thornyhead,Shortspine Thornyhead,NA,Threshold F,1,0.4,0.346,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 3427-Shortspine Thornyhead,Shortspine Thornyhead,NA,Threshold F,1,0.4,0.346,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Aurora,Aurora,NA,Threshold F,1,0.45,0.1,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Splitnose,Splitnose,NA,Threshold F,1,0.45,0.117,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Rougheye/Blackspotted,Rougheye/Blackspotted,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Sharpchin,Sharpchin,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Bank,Bank,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Blackgill Rockfish,Blackgill Rockfish,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Redbanded,Redbanded,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Shortraker,Shortraker,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,N of 4010-Yellowmouth,Yellowmouth,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Aurora,Aurora,NA,Threshold F,1,0.45,0.1,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Blackgill Rockfish,Blackgill Rockfish,NA,Threshold F,1,0.45,0.159,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Rougheye/Blackspotted,Rougheye/Blackspotted,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Sharpchin,Sharpchin,NA,Threshold F,1,0.45,0.19,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Bank,Bank,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Pacific Ocean Perch,Pacific Ocean Perch,NA,Catch-based,0,0.45,0.222,NA,NA
PFMC,Pacific Coast Groundfish FMP,S of 4010-Redbanded,Redbanded,NA,Catch-based,0,0.45,0.222,NA,NA
