council_short,FMP_FEP,stock,common_name,sci_name,hcr_type,biomass_limit,p_star,abc_buffer,acl_buffer,act_buffer
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,red snapper,Etelis coruscans,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,redgill emperor,Lethrinus rubrioperculatus,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,blueline snapper,Lutjanus kasmira,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,yellowtail snapper,Pristipomoides auricilla,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,pink snapper,Pristipomoides filamentosus,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,yelloweye snapper,Pristipomoides flavipinnis,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,pink snapper,Pristipomoides seiboldii,Constant F,0,NA,NA,NA,NA
WPFMC,Mariana Archipelago FEP,Mariana Bottomfish Complex,flower snapper,Pristipomoides zonatus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Albacore tuna,Albacore tuna,Thunnus alalunga,Exempt,0,NA,NA,NA,0.25
NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Blacknose shark,Carcharhinus acronotu,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Finetooth shark,Carcharhinus isodon,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Atlantic sharpnose shark,Rhizoprionodon terraenovae,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Atlantic Small Coastal Sharks,Bonnethead,Sphyrna tiburo,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Bigeye thresher shark,Bigeye thresher shark,Alopias superciliosus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Bigeye tuna,Bigeye tuna,Thunnus obesus,Exempt,0,NA,NA,NA,0.18
NOAA,Atlantic/Gulf HMS FMP,Blue marlin,Blue marlin,Makaira nigricans,Exempt,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Blue shark,Blue shark,Prionace glauca,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Bluefin tuna,Bluefin tuna,Thunnus thynnus,Exempt,0,NA,NA,NA,0.34
NOAA,Atlantic/Gulf HMS FMP,Gulf of Mexico-Blacknose shark,Blacknose shark,Carcharhinus acronotu,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Gulf of Mexico-Blacktip shark,Blacktip shark,Carcharhinus limbatus,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Scalloped hammerhead,Sphyrna lewini,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Great hammerhead,Sphyrna mokarran,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Hammerhead,Smooth hammerhead,Sphyrna zygaena,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Spinner shark,Carcharhinus brevipinna,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Silky shark,Carcharhinus falciformis,Catch prohibited,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Bull shark,Carcharhinus leucas,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Blacktip shark,Carcharhinus limbatus,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Sandbar shark,Carcharhinus plumbeus,Catch prohibited,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Tiger shark,Galeocerdo cuvier,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Nurse shark,Ginglymostoma cirratum,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Large Coastal Sharks,Lemon shark,Negaprion brevirostris,Constant F,0,NA,NA,0,NA
NOAA,Atlantic/Gulf HMS FMP,Longbill spearfish,Longbill spearfish,Tetrapturus pfluegeri,Exempt,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Thresher shark,Alopias vulpinus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Oceanic whitetip shark,Carcharhinus longimanus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Pelagic Sharks,Shortfin mako,Isurus oxyrinchus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Porbeagle,Porbeagle,Lamna nasus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bignose shark,Carcharhinus altimus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Narrowtooth shark,Carcharhinus brachyurus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Galapagos shark,Carcharhinus galapagensis,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Dusky shark,Carcharhinus obscurus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Caribbean reef shark,Carcharhinus perezii,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Smalltail shark,Carcharhinus porosus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Night shark,Carcharhinus signatus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sand tiger,Carcharias taurus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,White shark,Carcharodon carcharias,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Basking shark,Cetorhinus maximus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sevengill shark,Heptranchias perlo,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Sixgill shark,Hexanchus griseus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bigeye sixgill shark,Hexanchus nakamurai,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Longfin mako,Isurus paucus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Bigeye sand tiger,Odontaspis noronhai,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Whale shark,Rhincodon typus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Caribbean sharpnose shark,Rhizoprionodon porosus,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Prohibited Shark Complex,Atlantic angel shark,Squatina dumerili,Catch prohibited,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Roundscale spearfish,Roundscale spearfish,Tetrapturus georgii,Exempt,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Sailfish,Sailfish,Istiophorus platypterus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,Exempt,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Smooth dogfish,Mustelus canis,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Florida smoothhound,Mustelus norrisi,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Smoothhound Sharks,Gulf smoothhound,Mustelus sinusmexicanus,Constant F,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Swordfish,Swordfish,Xiphias gladius,Exempt,0,NA,NA,NA,0
NOAA,Atlantic/Gulf HMS FMP,White marlin,White marlin,Kajikia albida,Exempt,0,NA,NA,NA,NA
NOAA,Atlantic/Gulf HMS FMP,Yellowfin tuna,Yellowfin tuna,Thunnus albacares,Exempt,0,NA,NA,NA,0.13
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Swordfish,Swordfish,Xiphias gladius,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central North Pacific-Swordfish,Swordfish,Xiphias gladius,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Common thresher shark,Common thresher shark,Alopias vulpinus,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Shortfin mako shark,Shortfin mako shark,Isurus oxyrinchus,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Blue shark,Blue shark,Prionace glauca,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Yellowfin tuna,Yellowfin tuna,Thunnus albacares,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Yellowfin tuna,Yellowfin tuna,Thunnus albacares,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Skipjack tuna,Skipjack tuna,Katsuwonus pelamis,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Bigeye tuna,Bigeye tuna,Thunnus obesus,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central Pacific-Bigeye tuna,Bigeye tuna,Thunnus obesus,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Eastern Pacific-Striped marlin,Striped marlin,Tetrapturus audax,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Western and Central North Pacific-Striped marlin,Striped marlin,Tetrapturus audax,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Dorado (Dolphinfish),Dorado (Dolphinfish),Coryphaena hippurus),Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,Pacific bluefin tuna,Bluefin tuna,Thunnus orientalis,Exempt,NA,NA,NA,NA,NA
PFMC/WPFMC,West Coast Highly Migratory Species FMP,North Pacific Albacore,North Pacific Albacore,Thunnus alalunga,Exempt,NA,NA,NA,NA,NA
