"YEAR","STOCK_OR_COMPLEX","AREA","CATEGORY","PROBABILITY","ABC_BUFFER_FRACTION","OFL","ABC","ACL","STOCK_STATUS","NOTES","ASSESS_YEAR","ASSESS_TYPE","ASSESS_AUTHOR","SPR_HR","MOST_RECENT_STOCK_ASSESSMENT_LINK","SSC_REPORT_LINK","REBUILDING_ANALYSIS_LINK","UPDATED_HARVEST_SPECIFICATION_PROJECTIONS_LINK"
2023,"    Shortspine Thornyhead","N of 3427","2 (Year Based)",.4,.346,,,1359,"Non-Overfished","Coastwide OFL projected using a 50% SPR harvest rate in the 2019 Catch-Only Projection Update. &nbsp;The coastwide ABC (P* = 0.4) is apportioned N (65.4%) and S (34.6%) of 34&deg;27&rsquo; N lat. based on 2003-2012 average swept area biomass in the NMFS NWFSC trawl survey to determine ACLs.",2013,"Full","Taylor",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/02/stock-assessment-of-shortspine-thornyhead-in-2013-published-february-12-2014.pdf/"",""2013 Shortspine Thornyhead Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/#page=1494"",""SSC Report on the 2013 Shortspine Thornyhead Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/10/agenda-item-h-6-attachment-2-additional-projections-of-harvest-specifications-for-west-coast-groundfish-stocks-in-2021-and-beyond.pdf/"",""2019 Catch-Only Update Projection for Shortspine Thornyhead (Table 4)"")"
2023,"    Shortspine Thornyhead","S of 3427","2 (Year Based)",.4,.346,,,719,"Non-Overfished","Coastwide OFL projected using a 50% SPR harvest rate in the 2019 Catch-Only Projection Update. &nbsp;The coastwide ABC (P* = 0.4) is apportioned N (65.4%) and S (34.6%) of 34&deg;27&rsquo; N lat. based on 2003-2012 average swept area biomass in the NMFS NWFSC trawl survey to determine ACLs.",2013,"Full","Taylor",,"=HYPERLINK(""https://www.pcouncil.org/documents/2014/02/stock-assessment-of-shortspine-thornyhead-in-2013-published-february-12-2014.pdf/"",""2013 Shortspine Thornyhead Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/09/g-groundfish-management-september-2013.pdf/#page=1494"",""SSC Report on the 2013 Shortspine Thornyhead Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/10/agenda-item-h-6-attachment-2-additional-projections-of-harvest-specifications-for-west-coast-groundfish-stocks-in-2021-and-beyond.pdf/"",""2019 Catch-Only Update Projection for Shortspine Thornyhead (Table 4)"")"
2023,"Splitnose","S of 4010","1 (Year Based)",.45,.117,1803,1592,1592,"Non-Overfished","OFL projected using a 50% SPR harvest rate in the 2019 Updated Harvest Specification Projections. &nbsp;Coastwide OFL is apportioned N (35.8%) and S (64.2%) of 40&deg;10&rsquo; N. lat. based on average historical (1916-2008) landings.",2009,"Full","Gertseva",,"=HYPERLINK(""https://www.pcouncil.org/documents/2009/10/status-of-the-u-s-splitnose-rockfish-sebastes-diploproa-resource-in-2009-october-28-2009.pdf/"",""2009 Splitnose Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2009/06/e-groundfish-management-june-2009.pdf/"",""SSC Report on the 2009 Splitnose Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Updated Harvest Specification Projections for Splitnose Rockfish (Table 6)"")"
2023,"Widow Rockfish","CW","1 (Year Based)",.45,.074,13633,12624,12624,"Non-Overfished","OFL projected using a 50% SPR harvest rate in the 2019 update assessment. &nbsp;ACL = ABC (P* = 0.45).&nbsp; Non-trawls are allocated 400 mt and rest is allocated to trawl.&nbsp; The 91% and 9% allocations noted&nbsp; in the Allocation Type section is an artifact and is not used to allocate widow for the 2023-2024 biennial cycle.",2019,"Update","Adams",,"=HYPERLINK(""https://www.pcouncil.org/documents/2019/10/stock-assessment-update-status-of-widow-rockfish-sebastes-entomelas-along-the-u-s-west-coast-in-2019-october-21-2019.pdf/"",""2019 Update Assessment for Widow Rockfish"")","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2019 Widow Rockfish Update Assessment"")","",""
2023,"Yellowtail Rockfish","N of 4010","1 (Year Based)",.45,.083,6178,5666,5666,"Non-Overfished","OFL projected using a 50% SPR harvest rate in the 2019 updated harvest specifications for yellowtail rockfish N. &nbsp;ACL = ABC (P* = 0.45).",2017,"Full","Stephens",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/01/status-of-yellowtail-rockfish-sebastes-flavidus-along-the-u-s-pacific-coast-in-2017-january-2018.pdf/"",""2017 Yellowtail Rockfish North Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/09/e8a_sup_ssc_rpt1_stock_assessments_sept2017bb.pdf/"",""SSC Report on the 2017 Yellowtail Rockfish North Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Catch-Only Update of Yellowtail Rockfish Harvest Projections (Table 8)"")"
2023,"Pacific Cod","CW","3 (Year Based)",.4,.398,3200,1926,1600,"Unknown","OFL is based on the highest historical catch (in 1985).&nbsp; ACL = 50% of the OFL.",,"","",,"","","",""
2023,"Starry Flounder","CW","3 (Year Based)",.4,.398,652,392,392,"Unknown","OFL based on the 2017 DB-SRA assessment of starry flounder.",2017,"DBSRA","",,"=HYPERLINK(""http://www.pcouncil.org/wp-content/uploads/2017/10/F6_Att3_Starry_Flounder_DB-SRA_2017_CA-OR-WA-final_NOV2017BB.pdf"",""2017 DB-SRA Assessment of Starry Flounder"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/11/agenda-item-f-6-a-supplemental-ssc-report-1-2.pdf/"",""SSC Report on the 2017 Starry Flounder DB-SRA Assessment"")","",""
2023,"Spiny Dogfish","CW","2 (Year Based)",.4,.238,1911,1456,1456,"Precautionary","OFL projected using a 50% SPR harvest rate from the 2021 assessment.&nbsp; ACL=ABC (P*=0.4).",2021,"Full","Gertseva",,"=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-attachment-3-draft-full-assessment-of-status-of-the-pacific-spiny-dogfish-shark-resource-off-the-continental-u-s-pacific-coast-in-2021-electronic-only.pdf/"",""2021 Spiny Dogfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-a-supplemental-ssc-report-1-2.pdf/"",""SSC June 2021 Report on the 2021 Spiny Dogfish Assessment"")","",""
2023,"Blue/Deacon/Black Rockfish","OR","",.45,.044,679,562,562,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Black Rockfish","OR","2 (Year Based)",.45,.174,578,477.428,477.428,"Non-Overfished","OFL projected using a 50% SPR from the 2021 projection update (anticipated in Nov. 2021).",2015,"Full","Cope",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/03/assessments-of-california-oregon-and-washington-stocks-of-black-rockfish-sebastes-melanops-in-2015-published-03-31-2016.pdf/"",""2015 Black Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2007/09/g-groundfish-management-september-2007.pdf/#page=1515"",""SSC Report on the 2015 Black Rockfish Assessment"")","",""
2023,"    Blue","OR","2 (Year Based)",.45,.159,100.593,84.5987,84.5987,"Non-Overfished","OFL projected using a 50% SPR from the 2021 updated harvest specification projections for blue and deacon rockfishes.&nbsp; HG = ABC/ACL for managing OR fisheries.<br />
&nbsp;",2017,"Full","Berger",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/01/the-combined-status-of-blue-and-deacon-rockfishes-in-u-s-waters-off-california-and-oregon-in-2017.pdf/"",""2017 Assessment of Blue and Deacon Rockfishes"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/09/e8a_sup_ssc_rpt1_stock_assessments_sept2017bb.pdf/"",""SSC Report on the 2017 Blue and Deacon Rockfishes Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2021/08/c-8-attachment-2-harvest-specification-projections-for-select-west-coast-groundfish-stocks-in-2023-and-beyond-informed-by-the-new-sigmas-implemented-in-2020.pdf/"",""2021 Updated Harvest Specification Projections for Blue and Deacon Rockfishes in Oregon (Table 3)"")"
2023,"Nearshore Rockfish North","N of 4010","",,,105,88,88,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Black and Yellow","N of 4010","3 (Year Based)",.45,.222,.014,.0109,.0109,"Unknown","",,"","",,"","","",""
2023,"    Blue","42 - 4010","2 (Year Based)",.45,.159,33.6,28.2576,28.2576,"Non-Overfished","OFL from the 2019 catch-only projection update.&nbsp; 10% of the CA OFL is apportioned north of 40&deg;10&rsquo; N lat. (see Appendix D of the 2017 Assessment).",2017,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/01/the-combined-status-of-blue-and-deacon-rockfishes-in-u-s-waters-off-california-and-oregon-in-2017.pdf/"",""2017 Assessment of Blue and Deacon Rockfishes"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/09/e8a_sup_ssc_rpt1_stock_assessments_sept2017bb.pdf/"",""Sept. 2017 SSC Report on the Blue and Deacon Rockfishes Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-17.pdf/"",""2019 Catch-Only Projection Update for Blue and Deacon Rockfishes in California"")"
2023,"    Blue","WA","3 (Year Based)",.45,.222,7.6,5.9128,5.9128,"Unknown","",2017,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/01/the-combined-status-of-blue-and-deacon-rockfishes-in-u-s-waters-off-california-and-oregon-in-2017.pdf/"",""2017 Blue and Deacon Rockfishes Assessment (Appendix F)"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/09/e8a_sup_ssc_rpt1_stock_assessments_sept2017bb.pdf/"",""SSC Report on the 2017 Blue and Deacon Rockfishes Assessment"")","",""
2023,"    Brown","N of 4010","2 (Year Based)",.45,.19,2.08,1.6848,1.6848,"Non-Overfished","OFL from the 2019 harvest projection update.&nbsp; The portion of the coastwide stock north of 40`10 N lat. based on the proportion of cumulative removals by area during 1916-2012 (1.2%).",2013,"XDBSRA","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"",""2013 Data-moderate Assessment of Brown Rockfish"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/06/f-groundfish-management-june-2013.pdf/"",""SSC Report on the 2013 Brown Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/10/agenda-item-h-6-attachment-2-additional-projections-of-harvest-specifications-for-west-coast-groundfish-stocks-in-2021-and-beyond.pdf/"",""2019 Updated Harvest Projections for Brown Rockfish (Table1)"")"
2023,"    Calico","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    China","4010 - 4616","2 (Year Based)",.45,.174,20.64,17.0486,17.0486,"Non-Overfished","OFLs projected from the Central Model in the 2015 assessment updated with 2019 catch-only projections.",2015,"Full","",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/04/status-of-china-rockfish-off-the-u-s-pacific-coast-in-2015-april-2016.pdf/"",""2015 China Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2015/09/agenda-item-h-3-a-supplemental-ssc-report.pdf/"",""SSC Report on the 2015 China Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-19.pdf/"",""2019 Catch-Only Projection Update for China Rockfish"")"
2023,"    China","WA","2 (Year Based)",.45,.174,10.07,8.3178,8.3178,"Non-Overfished","OFLs projected from the North Model in the 2015 assessment updated with 2019 catch-only projections.",2015,"Full","",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/04/status-of-china-rockfish-off-the-u-s-pacific-coast-in-2015-april-2016.pdf/"",""2015 China Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2015/09/agenda-item-h-3-a-supplemental-ssc-report.pdf/"",""SSC Report on the 2015 China Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-19.pdf/"",""2019 Catch-Only Projection Update for China Rockfish"")"
2023,"    Copper","WA","2 (Year Based)",.45,.126,2.1481,1.8775,1.8775,"Non-Overfished","OFL projected using a 50% SPR harvest rate from the 2021 assessment pf copper rockfish in WA.",2021,"Data-moderate","Wetzel",,"=HYPERLINK(""https://www.pcouncil.org/documents/2021/10/status-of-copper-rockfish-sebastes-caurinus-in-u-s-waters-off-the-coast-of-washington-in-2021-using-catch-and-length-data.pdf/"",""2021 Data-moderate Assessment of Copper Rockfish in WA"")","=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-a-supplemental-ssc-report-1-2.pdf/#page=4"",""SSC Report on the 2021 Copper Rockfish Assessment in WA"")","",""
2023,"    Copper","OR","2 (Year Based)",.45,.126,17.9806,15.715,15.715,"Non-Overfished","OFL projected using a 50% SPR harvest rate from the 2021 assessment pf copper rockfish in OR.",2021,"Data-moderate","Wetzel",,"=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-attachment-8-the-status-of-copper-rockfish-sebastes-caurinus-in-u-s-waters-off-the-coast-of-oregon-in-2021-using-catch-and-length-data-electronic-only.pdf/"",""2021 Data-moderate Assessment of Copper Rockfish in OR"")","=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-a-supplemental-ssc-report-1-2.pdf/#page=4"",""SSC Report on the 2021 Copper Rockfish Assessment in WA"")","",""
2023,"    Copper","42 - 4010","2 (Year Based)",.45,.126,3.64,3.1814,3.16,"Precautionary","OFL projected using a 50% SPR harvest rate from the 2021 assessment of copper rockfish in CA north of 34&deg;27&rsquo; N lat. with 3.9% of the OFL apportioned north of&nbsp;40&deg;10&rsquo; N lat. based on the estimated average 2002-2020 total catch by area.",2021,"Data-moderate","Wetzel",,"","","",""
2023,"    Gopher","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Grass","N of 4010","3 (Year Based)",.45,.222,.657,.5111,.5111,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Kelp","N of 4010","3 (Year Based)",.45,.222,.009,.007,.007,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Olive","N of 4010","3 (Year Based)",.45,.222,.315,.2451,.2451,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Quillback","WA","3 (Year Based)",.45,.222,2.855,2.2212,2.2251,"Non-Overfished","OFL projected using a 50% SPR harvest rate MSY proxy from the 2021 assessment of quillback rockfish in WA.",2021,"Data-moderate","Langseth",,"=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-supprevised-attachment-12-draft-status-of-quillback-rockfish-sebastes-maliger-in-u-s-waters-off-the-coast-of-washington-in-2021-using-catch-and-length-data-electronic-only.pdf/"",""2021 Data-moderate Assessment of Quillback Rockfish in WA"")","=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-a-supplemental-ssc-report-1-2.pdf/#page=4"",""SSC Report on the 2021 Quillback Rockfish Assessment in WA"")","",""
2023,"    Quillback","OR","2 (Year Based)",.45,.126,3.14,2.7444,2.7444,"Non-Overfished","OFL projected using a 50% SPR harvest rate from the 2021 assessment of quillback rockfish in OR.",2021,"Data-moderate","Langseth",,"=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-attachment-11-draft-status-of-quillback-rockfish-sebastes-maliger-in-u-s-waters-off-the-coast-of-oregon-in-2021-using-catch-and-length-data-electronic-only.pdf/"",""2021 Data-moderate Assessment of Quillback Rockfish in OR"")","=HYPERLINK(""https://www.pcouncil.org/documents/2021/06/g-5-a-supplemental-ssc-report-1-2.pdf/#page=4"",""SSC Report on the 2021 Quillback Rockfish Assessment in OR"")","",""
2023,"    Treefish","N of 4010","3 (Year Based)",.45,.222,.2165,.1684,.1684,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Nearshore Rockfish South","S of 4010","",,,1093,900,889,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Blue","4010 - 3427","2 (Year Based)",.45,.159,302.4,254.3184,254.3184,"Non-Overfished","OFL from the 2019 catch-only projection update.&nbsp; 90% of the CA OFL is apportioned south of 40&deg;10&rsquo; N lat. (see Appendix D of the 2017 Assessment).",2017,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2018/01/the-combined-status-of-blue-and-deacon-rockfishes-in-u-s-waters-off-california-and-oregon-in-2017.pdf/"",""2017 Assessment of Blue and Deacon Rockfishes"")","=HYPERLINK(""https://www.pcouncil.org/documents/2017/09/e8a_sup_ssc_rpt1_stock_assessments_sept2017bb.pdf/"",""Sept. 2017 SSC Report on the Blue and Deacon Rockfishes Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-17.pdf/"",""2019 Catch-Only Projection Update for Blue and Deacon Rockfishes in California"")"
2023,"    Blue","S of 3427","3 (Year Based)",.45,.222,21.8,16.9604,16.9604,"Unknown","",2017,"DCAC","Dick",,"","","",""
2023,"    Brown","S of 4010","2 (Year Based)",.45,.19,178.2189,144.3573,144.3573,"Non-Overfished","The portion of the coastwide stock south of 40`10 N lat. based on the proportion of cumulative removals by area during 1916-2012 (98.8%).",2013,"XDBSRA","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"",""2013 Data-moderate Assessment of Brown Rockfish"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/06/f-groundfish-management-june-2013.pdf/"",""SSC Report on the 2013 Brown Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/10/agenda-item-h-6-attachment-2-additional-projections-of-harvest-specifications-for-west-coast-groundfish-stocks-in-2021-and-beyond.pdf/"",""2019 Updated Harvest Projections for Brown Rockfish (Table1)"")"
2023,"    Calico","S of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    China","S of 4010","2 (Year Based)",.45,.174,16.39,13.5381,13.5381,"Precautionary","OFLs projected from the South Model in the 2015 assessment updated with 2019 catch-only projections.",2015,"Full","",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/04/status-of-china-rockfish-off-the-u-s-pacific-coast-in-2015-april-2016.pdf/"",""2015 China Rockfish Assessment"")","=HYPERLINK(""https://www.pcouncil.org/documents/2015/09/agenda-item-h-3-a-supplemental-ssc-report.pdf/"",""SSC Report on the 2015 China Rockfish Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-5-supplemental-revised-attachment-19.pdf/"",""2019 Catch-Only Projection Update for China Rockfish"")"
2023,"    Copper","4010 - 3427","2 (Year Based)",.45,.126,89.801,78.4861,77.84,"","OFL projected using a 50% SPR harvest rate from the 2021 assessment of copper rockfish in CA north of 34&deg;27&rsquo; N lat. with 96.1% of the OFL apportioned south of&nbsp;40&deg;10&rsquo; N lat. based on the estimated average 2002-2020 total catch by area.&nbsp; ACL is adjusted by the 40-10 rule.",2021,"Data-moderate","Wetzel",,"","","",""
2023,"    Copper","S of 3427","2 (Year Based)",.45,.126,23,20.102,9.93,"","OFL projected using a 50% SPR harvest rate from the 2021 assessment of copper rockfish in CA south of 34&deg;27&rsquo; N lat.&nbsp; ACL is adjusted using the 40-10 rule.",2021,"Data-moderate","Wetzel",,"","","",""
2023,"    Gopher","S of 4010","2 (Year Based)",.45,.143,136,118.864,118.864,"Non-Overfished","",2019,"Full","Monk",,"","","",""
2023,"    Grass","S of 4010","3 (Year Based)",.45,.222,59.6267,46.3896,46.3896,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Kelp","S of 4010","3 (Year Based)",.45,.222,27.6594,21.519,21.519,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Olive","S of 4010","3 (Year Based)",.45,.222,224.6426,174.7719,174.7719,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Treefish","S of 4010","3 (Year Based)",.45,.222,13.2295,10.2926,10.2926,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Other Fish","CW","",,,286,223,223,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Kelp Greenling","CA","3 (Year Based)",.45,.222,118.9,92.5042,92.5042,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Leopard Shark","CW","3 (Year Based)",.45,.222,167.1,130.0038,130,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Other Flatfish","CW","",,,7887,4862,4862,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Butter Sole","CW","3 (Year Based)",.4,.398,4.631,2.7879,2.7879,"Unknown","",,"","",,"","","",""
2023,"    Curlfin Sole","CW","3 (Year Based)",.4,.398,8.242,4.9617,4.9617,"Unknown","",,"","",,"","","",""
2023,"    Flathead Sole","CW","3 (Year Based)",.4,.398,35,21.07,21.07,"Unknown","",,"","",,"","","",""
2023,"    Pacific Sanddab","CW","3 (Year Based)",.4,.398,4801,2890.202,2890.202,"Non-Overfished","",2011,"DBSRA","Dick",,"","","",""
2023,"    Rex Sole","CW","2 (Year Based)",.4,.346,2197.89,1437.4201,1437.4201,"Non-Overfished","OFL projected using a 50% SPR harvest rate from the 2013 ExSSS assessment and updated with 2019 catch-only projections.",2013,"ExSSS","Cope",,"=HYPERLINK(""https://www.pcouncil.org/documents/2015/01/data-moderate-stock-assessments-for-brown-china-copper-sharpchin-stripetail-and-yellowtail-rockfishes-and-english-and-rex-soles-in-2013-published-january-2015.pdf/"",""2013 Data-moderate Assessment of Rex Sole"")","=HYPERLINK(""https://www.pcouncil.org/documents/2013/06/f-groundfish-management-june-2013.pdf/"",""SSC Report on the 2013 Rex Sole Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Projections for Rex Sole (Table 14)"")"
2023,"    Rock Sole","CW","3 (Year Based)",.4,.398,66.7,40.1534,40.1534,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Sand Sole","CW","3 (Year Based)",.4,.398,773.2,465.4664,465.4664,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"Pacific Whiting","CW","",,,,,369400,"","",2021,"Full","Johnson",,"","","",""
2023,"Shelf Rockfish North","N of 4010","",,,1614,1283,1283,"","Sum of harvest specification contributions of component stocks in the complex.",,"","",,"","","",""
2023,"    Bocaccio","N of 4010","3 (Year Based)",.45,.222,284,220.952,220.952,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Bronzespotted","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Chameleon","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Chilipepper","N of 4010","1 (Year Based)",.45,.091,180.74,164.2927,164.2927,"Non-Overfished","OFLs are apportioned to the north (7%) and south (93%) of 40&deg;10&rsquo; N lat. based on average historical landings.",2015,"Update","Field",,"=HYPERLINK(""https://www.pcouncil.org/documents/2016/06/status-of-the-chilipepper-rockfish-sebastes-goodei-in-the-california-current-for-2015.pdf/"",""2015 Update Assessment of Chilipepper Rockfish"")","=HYPERLINK(""http://www.pcouncil.org/documents/2015/06/agenda-item-d-8-a-supplemental-ssc-report.pdf/"",""SSC Report on the 2015 Chilipepper Rockfish Update Assessment"")","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Specification Projections for Chilipepper Rockfish (Table 7)"")"
2023,"    Cowcod","N of 4010","3 (Year Based)",.45,.222,.567,.4411,.4411,"Unknown","",2019,"DBSRA","Dick",,"","","",""
2023,"    Flag","N of 4010","3 (Year Based)",.45,.222,.1,.0778,.0778,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Freckled","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Greenblotched","N of 4010","3 (Year Based)",.45,.222,1.3,1.0114,1.0114,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Greenspotted","42 - 4010","2 (Year Based)",.45,.205,9.3886,7.4639,7.4639,"Precautionary","OFLs are projected using a 50% SPR harvest rate from the northern California model and updated in 2021. The portion of the assessed area north of 40&ordm;10&rsquo; N lat. (22.2% of OFL from northern California model) based on average historical catch.<br />
<a href=""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"">2011 Greenspotted Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2011/09/g-groundfish-management-september-2011.pdf/"">SSC Report on the 2011 Greenspotted Rockfish Assessment</a>&nbsp;<br />
<strong>2021 Updated Harvest Specification Projections for Greenspotted Rockfish</strong>",2011,"Full","Dick",,"=HYPERLINK(""https://www.pcouncil.org/documents/2011/09/status-of-greenspotted-rockfish-sebastes-chlorostictus-in-u-s-waters-off-california-september-2011.pdf/"",""2011 Greenspotted Rockfish Assessment"")","","",""
2023,"    Greenspotted","WA - OR","3 (Year Based)",.45,.222,6.1,4.7458,4.7458,"Unknown","",2011,"DCAC","Dick",,"","","",""
2023,"    Greenstriped","N of 4010","3 (Year Based)",.45,.222,623.61,485.1686,485.1686,"Non-Overfished","OFL based on the MSY associated with the F<sub>MSY</sub> proxy in the 2009 assessment.&nbsp; The portion of the coastwide stock north of 40&deg;10&rsquo; N. lat. (84.5%) is based on the mean of the 2003-2008 swept area biomass estimates from the NMFS trawl survey.<br />
<a href=""https://www.pcouncil.org/documents/2009/10/status-of-greenstriped-rockfish-sebastes-elongatus-along-the-outer-coast-of-california-oregon-and-washington-october-27-2009.pdf/"">2009 Greenstriped Rockfish Assessment</a><br />
<a href=""https://www.pcouncil.org/documents/2009/09/e-groundfish-management-september-2009.pdf/"">SSC Report on the 2009 Greenstriped Rockfish Assessment</a>",2009,"Full","Hicks",,"=HYPERLINK(""https://www.pcouncil.org/documents/2009/10/status-of-greenstriped-rockfish-sebastes-elongatus-along-the-outer-coast-of-california-oregon-and-washington-october-27-2009.pdf/"",""2009 Greenstriped Rockfish Assessment"")","","","=HYPERLINK(""https://www.pcouncil.org/documents/2019/09/agenda-item-h-8-supplemental-attachment-2.pdf/"",""2019 Updated Harvest Specification Projections for Greenstriped Rockfish (Table 11)"")"
2023,"    Halfbanded","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Harlequin","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Honeycomb","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Mexican","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
2023,"    Pink","N of 4010","3 (Year Based)",.45,.222,.004,.0031,.0031,"Unknown","",2011,"DBSRA","Dick",,"","","",""
2023,"    Pinkrose","N of 4010","3 (Year Based)",.45,.222,,,,"Unknown","",,"","",,"","","",""
