"fmc","fmp","biomass","bbmsy","value","catch","u","f"
"WPFMC","All FMPs",0.17,0.34,"ACT",0.0103275,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.18,0.36,"ACT",0.010935,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.19,0.38,"ACT",0.0115425,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.2,0.4,"ACT",0.01215,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.21,0.42,"ACT",0.0127575,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.22,0.44,"ACT",0.013365,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.23,0.46,"ACT",0.0139725,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.24,0.48,"ACT",0.01458,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.25,0.5,"ACT",0.0151875,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.26,0.52,"ACT",0.015795,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.27,0.54,"ACT",0.0164025,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.28,0.56,"ACT",0.01701,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.29,0.58,"ACT",0.0176175,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.3,0.6,"ACT",0.018225,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.31,0.62,"ACT",0.0188325,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.32,0.64,"ACT",0.01944,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.33,0.66,"ACT",0.0200475,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.34,0.68,"ACT",0.020655,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.35,0.7,"ACT",0.0212625,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.36,0.72,"ACT",0.02187,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.37,0.74,"ACT",0.0224775,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.38,0.76,"ACT",0.023085,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.39,0.78,"ACT",0.0236925,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.4,0.8,"ACT",0.0243,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.41,0.82,"ACT",0.0249075,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.42,0.84,"ACT",0.025515,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.43,0.86,"ACT",0.0261225,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.44,0.88,"ACT",0.02673,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.45,0.9,"ACT",0.0273375,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.46,0.92,"ACT",0.027945,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.47,0.94,"ACT",0.0285525,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.48,0.96,"ACT",0.02916,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.49,0.98,"ACT",0.0297675,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.5,1,"ACT",0.030375,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.51,1.02,"ACT",0.0309825,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.52,1.04,"ACT",0.03159,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.53,1.06,"ACT",0.0321975,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.54,1.08,"ACT",0.032805,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.55,1.1,"ACT",0.0334125,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.56,1.12,"ACT",0.03402,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.57,1.14,"ACT",0.0346275,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.58,1.16,"ACT",0.035235,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.59,1.18,"ACT",0.0358425,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.6,1.2,"ACT",0.03645,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.61,1.22,"ACT",0.0370575,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.62,1.24,"ACT",0.037665,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.63,1.26,"ACT",0.0382725,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.64,1.28,"ACT",0.03888,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.65,1.3,"ACT",0.0394875,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.66,1.32,"ACT",0.040095,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.67,1.34,"ACT",0.0407025,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.68,1.36,"ACT",0.04131,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.69,1.38,"ACT",0.0419175,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.7,1.4,"ACT",0.042525,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.71,1.42,"ACT",0.0431325,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.72,1.44,"ACT",0.04374,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.73,1.46,"ACT",0.0443475,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.74,1.48,"ACT",0.044955,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.75,1.5,"ACT",0.0455625,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.76,1.52,"ACT",0.04617,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.77,1.54,"ACT",0.0467775,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.78,1.56,"ACT",0.047385,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.79,1.58,"ACT",0.0479925,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.8,1.6,"ACT",0.0486,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.81,1.62,"ACT",0.0492075,0.06075,0.0626735945280589
"WPFMC","All FMPs",0.82,1.64,"ACT",0.049815,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.83,1.66,"ACT",0.0504225,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.84,1.68,"ACT",0.05103,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.85,1.7,"ACT",0.0516375,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.86,1.72,"ACT",0.052245,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.87,1.74,"ACT",0.0528525,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.88,1.76,"ACT",0.05346,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.89,1.78,"ACT",0.0540675,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.9,1.8,"ACT",0.054675,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.91,1.82,"ACT",0.0552825,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.92,1.84,"ACT",0.05589,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.93,1.86,"ACT",0.0564975,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.94,1.88,"ACT",0.057105,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.95,1.9,"ACT",0.0577125,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.96,1.92,"ACT",0.05832,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.97,1.94,"ACT",0.0589275,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.98,1.96,"ACT",0.059535,0.06075,0.0626735945280587
"WPFMC","All FMPs",0.99,1.98,"ACT",0.0601425,0.06075,0.0626735945280587
"WPFMC","All FMPs",1,2,"ACT",0.06075,0.06075,0.0626735945280587
